instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,music_genre
32421,Wu-Tang Clan,People Say (feat. Redman),51,0.098,0.648,264392,0.857,0,0.158,-4.631,0.352,89.713,0.608,6
55979,Gunna,Car Sick (feat. NAV & Metro Boomin),69,0.1009999999999999,0.8590000000000001,219817,0.573,0,0.0922,-6.24,0.387,150.003,0.4,8
23492,Utsu-P,-Bonus Track-,15,0.00628,0.5589999999999999,150355,0.959,0.732,0.0581,-4.296,0.155,74.991,0.5820000000000001,1
89315,Yppah,All Shades of Pink,31,0.0129,0.544,322960,0.8690000000000001,0.965,0.183,-5.559,0.0298,120,0.466,5
51314,Renée Fleming,"You'll Never Know - From ""The Shape Of Water"" Soundtrack",40,0.926,0.366,278293,0.2189999999999999,0.00274,0.0759,-13.559,0.0316,78.92,0.209,3
82864,Adam Calhoun,Huck Fosier,56,0.0172,0.705,161656,0.777,0,0.382,-6.899,0.204,130.023,0.44,8
50917,Death From Above 1979,Romantic Rights,36,0.00316,0.516,195107,0.961,0,0.4039999999999999,-5.37,0.157,150.14700000000002,0.4579999999999999,2
58587,The Ink Spots,If I Didn't Care,40,0.993,0.359,181973,0.124,0.0113,0.141,-16.539,0.0393,88.934,0.1889999999999999,7
35501,Tee Grizzley,Colors,58,0.146,0.8,176797,0.794,0,0.128,-5.551,0.23,92.05,0.4379999999999999,8
23562,Balmorhea,Sky Could Undress,56,0.861,0.422,248173,0.204,0.931,0.105,-16.071,0.0318,146.612,0.0398,9
53042,Yoshida Brothers,Kagero,14,0.312,0.735,302000,0.7559999999999999,0.89,0.086,-8.052,0.0569,110.063,0.79,1
39719,Frédéric Chopin,"Nocturne No. 2 in E Flat, Op. 9",38,0.99,0.389,285933,0.00952,0.899,0.0748,-32.432,0.0349,92.074,0.0738,3
21924,Kenny Chesney,"No Shoes, No Shirt, No Problems - Live",37,0.081,0.518,213027,0.94,0.0006,0.861,-5.943,0.054,118.392,0.565,4
66324,ayaka,ハートアップ,39,0.0781,0.624,292000,0.815,0,0.218,-4.341,0.0444,117.942,0.342,1
59433,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,76,0.0265,0.6579999999999999,227360,0.535,0,0.2,-8.983,0.0573,110.684,0.419,8
34010,The Lacs,American Rebelution,44,0.0112,0.623,164881,0.72,1.17e-06,0.42,-7.76,0.0735,78.014,0.221,4
54755,Ikimonogakari,Futari,26,0.0885,0.562,374053,0.545,0,0.2689999999999999,-5.377,0.026,79.845,0.373,1
38458,Shabaka and the Ancestors,Joyous,28,0.6970000000000001,0.405,398080,0.518,0.8740000000000001,0.119,-10.063,0.0602,142.813,0.306,7
89561,Blossom Dearie,'Deed I Do,55,0.872,0.58,133667,0.221,6.29e-05,0.0969,-16.701,0.037,134.471,0.372,7
61336,Do As Infinity,TAO,26,0.252,0.374,277133,0.893,0.000302,0.173,-3.817,0.0542,168.017,0.405,1
39597,Future,Neva End,48,0.00911,0.59,262307,0.561,0,0.0981,-7.613,0.058,134.936,0.15,6
82455,Gustavo Eddie,la Secta,66,0.401,0.8140000000000001,245709,0.698,0,0.13,-6.441,0.0805,91.999,0.7809999999999999,6
30702,Korede Bello,Do Like That,62,0.36,0.812,213519,0.366,0,0.0793,-10.245,0.447,114.093,0.659,6
38891,William Michael Morgan,Vinyl,45,0.1009999999999999,0.5720000000000001,198120,0.703,0.0254,0.0933,-6.318,0.0279,154.025,0.616,4
91192,Stevie Nicks,Stand Back,55,0.00736,0.638,297093,0.7829999999999999,0.0447,0.0381,-9.455,0.0435,115.269,0.637,9
57109,Mark Chesnutt,Almost Goodbye,37,0.208,0.621,250240,0.371,0.000589,0.499,-13.84,0.0291,132.35,0.214,4
44841,A Boogie Wit da Hoodie,Somebody (feat. Don Q),53,0.0982,0.607,178939,0.732,0,0.16,-6.779,0.336,100.42,0.687,8
67525,Eric Church,That’s Damn Rock & Roll,51,0.0391,0.713,266480,0.8390000000000001,0.000475,0.0753,-4.797,0.0544,113.047,0.746,4
35394,Kuzu Mellow,Sunflower Feelings,68,0.7559999999999999,0.8240000000000001,88644,0.4479999999999999,3.5e-05,0.126,-14.694,0.0945,129.989,0.565,8
24472,Clarence Carter,Snatching It Back,47,0.534,0.6679999999999999,170160,0.687,3.3e-05,0.233,-9.999,0.0562,101.854,0.919,2
89090,Hikaru Utada,Parody,23,0.0105,0.693,325467,0.758,0,0.183,-3.898,0.0457,96.802,0.825,1
57275,Merle Haggard,That's the Way Love Goes,47,0.5489999999999999,0.81,181427,0.268,0.00886,0.0943,-16.733,0.0291,99.686,0.625,4
70402,George Michael,"Fastlove, Pt. 1",63,0.052,0.735,324667,0.64,0.00102,0.345,-7.522,0.072,104.444,0.551,9
60967,Télépopmusik,Genetic World,34,0.0548,0.794,239520,0.6659999999999999,0.509,0.208,-9.137,0.0503,114.01,0.265,5
23321,Nick Jonas,Bacon,63,0.0751,0.7090000000000001,182947,0.698,0,0.272,-5.181,0.0788,143.94899999999998,0.754,8
44779,Joey Alexander,For Wee Folks,50,0.973,0.481,388040,0.0775,0.933,0.108,-20.825,0.0509,77.882,0.235,7
68629,Deep Purple,Space Truckin',43,0.00343,0.624,274440,0.815,0.622,0.175,-10.542,0.0425,129.191,0.758,2
82727,Toadies,Possum Kingdom,59,0.000813,0.653,309573,0.708,0.0197,0.0764,-9.367,0.0263,100.698,0.8909999999999999,0
21122,Queensrÿche,Della Brown - Remastered/2003,30,0.083,0.429,424560,0.82,0.0243,0.376,-5.69,0.0888,78.434,0.4479999999999999,3
45780,empty_field,Blame It On Me,43,0.0233,0.518,225162,0.669,1.34e-05,0.1639999999999999,-5.027,0.0349,128.35399999999998,0.358,4
26362,Róisín Murphy,Ancora Tu - Original Mix,45,0.522,0.76,307885,0.536,0.0186,0.0926,-11.542,0.0576,112.001,0.594,5
33434,Christian Scott aTunde Adjuah,No Love,38,0.2289999999999999,0.5920000000000001,370058,0.4629999999999999,0.774,0.0979,-9.026,0.031,93.686,0.34,7
79528,Plumb,Cut,50,0.782,0.585,241307,0.345,0,0.131,-8.257,0.0294,124.013,0.176,0
54759,Yuka,ナウシカ・レクイエム(風の谷のナウシカより),24,0.979,0.367,196680,0.111,0.0295,0.105,-14.49,0.0519,68.155,0.205,1
69189,Simian Mobile Disco,Defender,32,0.00448,0.608,444853,0.7290000000000001,0.151,0.0806,-10.314,0.0475,132.04399999999998,0.519,5
55037,Escape the Fate,"When I Go Out, I Want To Go Out On A Chariot Of Fire",41,0.00846,0.209,241053,0.935,0,0.242,-3.671,0.158,199.509,0.433,0
34273,Fleetwood Mac,Never Going Back Again - 2004 Remaster,65,0.858,0.654,134400,0.336,0.385,0.0786,-12.825,0.0379,176.083,0.947,9
53753,FC Kahuna,Hayling,46,0.532,0.56,407987,0.305,0.00775,0.665,-9.369,0.0278,139.953,0.0393,5
78548,Jay Rock,The Other Side (feat. Mozzy & DCMBR),61,0.129,0.555,232613,0.5920000000000001,0,0.103,-6.833,0.3329999999999999,92.196,0.6629999999999999,6
61139,Dr. John,Right Place Wrong Time,57,0.0923,0.789,175240,0.494,0.000408,0.144,-13.702,0.0456,104.593,0.826,9
83111,Andy Mineo,Coming In Hot,68,0.0271,0.89,200168,0.4539999999999999,3.58e-06,0.157,-8.777,0.26,140.041,0.425,6
53846,Minnesota,Float (feat. Zion I),44,0.129,0.655,251089,0.8690000000000001,0,0.534,-4.348,0.0798,87.089,0.733,5
89646,Leroy Anderson,Sleigh Ride - Instrumental,33,0.6609999999999999,0.564,172240,0.312,0.0977,0.106,-17.257,0.0355,115.237,0.716,3
22666,AC/DC,Dog Eat Dog,56,0.0315,0.602,214853,0.795,0.239,0.4579999999999999,-5.555,0.0784,137.381,0.3989999999999999,9
76386,Björk,Sue Me,28,0.286,0.418,297836,0.706,3.55e-06,0.0717,-6.397,0.0973,105.541,0.251,5
26349,Framing Hanley,Baggage Claim,42,0.00443,0.482,274800,0.836,0,0.103,-3.795,0.0325,83.01100000000001,0.425,0
28821,Hank Williams,Settin' The Woods On Fire - Single Version,49,0.916,0.745,158307,0.1669999999999999,1.85e-06,0.0741,-15.05,0.0569,161.292,0.963,4
74883,Jay Critch,Replace,50,0.0494,0.913,227457,0.693,0,0.0994,-5.727,0.301,131.001,0.484,6
52698,empty_field,avra K'Davarah,29,0.0372,0.55,221760,0.952,4.33e-06,0.245,-1.829,0.0385,128.001,0.24,1
43009,empty_field,Your Majesty,55,0.1369999999999999,0.622,222187,0.519,0,0.0954,-7.971,0.0269,90.082,0.496,9
67224,Hot Chip,Alley Cats,43,0.465,0.7340000000000001,319819,0.526,0.000251,0.11,-8.086,0.0492,125.936,0.5920000000000001,5
79702,Dylan Scott,Back,39,0.0203,0.635,181680,0.77,0,0.127,-5.64,0.0461,104.482,0.244,4
36027,Hailu Mergia,Migibima Moltual,43,0.214,0.545,386760,0.632,0.228,0.3339999999999999,-10.555,0.031,126.643,0.82,7
30256,Lynyrd Skynyrd,Roll Gypsy Roll,31,0.2339999999999999,0.436,171000,0.69,0,0.262,-9.569,0.027,94.254,0.6409999999999999,2
42730,LiSA,ID,31,0.00267,0.526,235520,0.985,0,0.0704,-2.249,0.213,97.439,0.245,1
57895,Alan Jackson,You Can Always Come Home,40,0.148,0.564,313293,0.568,0.00725,0.184,-10.103,0.0366,141.95,0.386,4
86881,Panic! At The Disco,Roaring 20s,74,0.0467,0.271,186600,0.948,0,0.163,-2.207,0.263,83.19,0.515,9
50398,The White Stripes,Slicker Drips,25,0.498,0.288,90600,0.97,0.746,0.18,-1.923,0.238,134.361,0.762,2
33232,Black Stone Cherry,Stay,47,0.0285,0.423,202320,0.872,0,0.122,-3.199,0.0498,141.855,0.493,0
52720,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),80,0.617,0.703,221747,0.757,0,0.106,-3.612,0.05,82.008,0.696,8
28902,Little Milton,Grits Ain't Groceries (All Around The World),26,0.342,0.6779999999999999,161160,0.6759999999999999,0,0.119,-8.394,0.132,121.097,0.795,2
72791,Della Reese,Don't You Know?,32,0.799,0.149,151707,0.367,0,0.0996,-13.011,0.0347,170.558,0.374,7
55211,Mr. Big,Addicted To That Rush - Remastered Version,50,0.0303,0.4679999999999999,286520,0.971,7.020000000000001e-05,0.265,-5.289,0.1369999999999999,112.882,0.457,3
20329,The Prodigy,No Good (Start the Dance) [Remastered],58,0.00567,0.64,377827,0.992,0.802,0.1639999999999999,-6.974,0.0523,144.994,0.17,5
44495,Sweet,Gold On The Ceiling,37,0.000118,0.578,248040,0.8270000000000001,0.00492,0.37,-6.253,0.0593,125.032,0.541,2
49275,The Doors,Riders on the Storm,74,0.25,0.5489999999999999,434720,0.722,0.0138,0.11,-11.729,0.0283,103.885,0.716,9
25657,Foreigner,Juke Box Hero,67,0.0828,0.357,259800,0.653,0,0.0844,-5.554,0.0654,176.64700000000002,0.522,9
67113,Welshly Arms,Love Of The Game,36,0.0377,0.5479999999999999,210093,0.825,1.24e-06,0.105,-5.929,0.0401,146.02,0.504,2
34274,Kendrick Lamar,Poetic Justice,69,0.157,0.779,300160,0.5720000000000001,0,0.246,-9.985,0.3779999999999999,135.95600000000002,0.647,8
40355,Bryce Vine,Los Angeles,54,0.128,0.7290000000000001,191966,0.8,0,0.314,-6.536,0.063,150.007,0.833,8
42305,The Kills,What New York Used To Be,23,0.345,0.7290000000000001,197720,0.789,0.00104,0.0734,-5.691,0.104,140.061,0.552,2
53253,Big Daddy Weave,The Lion and the Lamb,57,0.103,0.367,306253,0.7390000000000001,0,0.0912,-7.987,0.0411,175.877,0.3279999999999999,0
35120,Little Dragon,Lover Chanting,53,0.0225,0.8759999999999999,323467,0.758,0.265,0.0274,-7.493,0.0829,118.014,0.91,0
74775,Frédéric Chopin,"Prélude in D-Flat Major, Op. 28 No. 15 ""Raindrop""",35,0.995,0.2289999999999999,316067,0.00494,0.905,0.1009999999999999,-30.448,0.0443,76.354,0.0416,3
45486,Freddie Hubbard,Little Sunflower,43,0.787,0.541,475200,0.186,0.914,0.0905,-21.91,0.0324,136.965,0.762,7
31085,Led Zeppelin,The Rover,56,0.0133,0.367,336907,0.752,0.00979,0.0658,-8.134,0.0317,205.47,0.401,9
66912,Noah Kahan,Sink,70,0.391,0.568,227067,0.494,0.000114,0.109,-8.365,0.0309,165.183,0.293,9
78322,Papa Roach,Renegade Music,50,0.000155,0.412,203921,0.8959999999999999,0.00471,0.134,-3.807,0.0967,172.343,0.434,0
42507,Little Big Town,Lost In California,39,0.417,0.5539999999999999,287667,0.6779999999999999,0.0162,0.0812,-6.754,0.0405,138.06,0.372,4
85507,Capcom Sound Team,Frozen Frog (バエル戦闘),16,4.95e-06,0.449,198947,0.971,0.889,0.37,-5.755,0.114,127.981,0.505,1
86584,K CAMP,Cut Her Off,57,0.1009999999999999,0.769,243333,0.616,0,0.174,-2.882,0.0403,144.01,0.0889,8
23757,Hiatus Kaiyote,Leap Frog,37,0.4589999999999999,0.607,84320,0.503,0.885,0.148,-14.754,0.0392,95.987,0.2689999999999999,7
27959,B.B. King,Paying The Cost To Be The Boss,40,0.0194,0.665,213560,0.8440000000000001,0.000162,0.0708,-6.633,0.0675,117.976,0.773,2
73494,Percy Grainger,Shepherds Hey,31,0.96,0.5489999999999999,123053,0.218,0.643,0.131,-22.073,0.0374,101.414,0.8859999999999999,3
62824,Fugazi,Waiting Room,58,0.00401,0.616,173267,0.727,0.86,0.157,-8.176,0.0365,92.259,0.54,0
24187,Dirt Monkey,Cheeky Beak,27,0.00239,0.778,185600,0.53,0.8370000000000001,0.196,-5.721,0.166,74.995,0.711,5
80209,Hailu Mergia,Wede Harer Guzo,45,0.00605,0.307,395707,0.547,0.00811,0.0775,-10.286,0.032,97.617,0.579,7
82470,The California Honeydrops,"Thinkin', Wonderin'",29,0.4589999999999999,0.708,219187,0.935,0.011,0.163,-5.741,0.0618,81.925,0.972,2
76706,Merle Haggard,Fightin Side Of Me,55,0.512,0.75,174667,0.451,0,0.272,-13.355,0.048,95.483,0.743,4
25928,Academy of St. Martin in the Fields,"Te Deum, H.146 (1989 Digital Remaster): Te aeternum Patrem",28,0.984,0.495,115133,0.0838,0.00428,0.184,-18.788,0.0363,79.1,0.381,3
47619,Robert Schumann,"Schumann: 5 Stücke im Volkston, Op. 102: II. Langsam (Live)",31,0.961,0.0766,228853,0.00859,0.936,0.0999,-34.422,0.0452,79.27600000000001,0.0718,3
53995,empty_field,Here In Peril,12,0.68,0.177,69680,0.187,0.959,0.0706,-24.716,0.0367,67.574,0.175,1
60774,Bassnectar,Probable Cause,29,2.75e-05,0.626,228000,0.7659999999999999,0.7609999999999999,0.667,-5.377,0.0344,140.013,0.34,5
81265,The Comet Is Coming,Journey Through the Asteroid Belt,29,0.00677,0.4539999999999999,333214,0.85,0.794,0.276,-7.494,0.0439,172.77599999999998,0.484,7
23308,Hollywood Undead,California,44,0.0147,0.639,196787,0.772,0,0.115,-6.198,0.0319,94.992,0.5539999999999999,0
53761,Disturbed,Down With the Sickness,73,0.000996,0.695,279213,0.8759999999999999,6.89e-06,0.106,-4.262,0.0553,89.954,0.941,8
65294,Mac Miller,Kool Aid and Frozen Pizza,63,0.1989999999999999,0.715,157738,0.765,0,0.23,-7.058,0.266,89.988,0.691,6
22181,Yuki Hayashi,Lack Individuality,22,0.923,0.15,150173,0.126,0.937,0.084,-20.087,0.0376,85.301,0.0618,1
40686,Aaron Watson,Outta Style,59,0.0883,0.617,222213,0.8859999999999999,1.35e-05,0.0856,-4.352,0.0425,124.979,0.873,4
53340,VOLA,Alien Shivers,40,0.0135,0.509,260027,0.728,0.0437,0.141,-6.461,0.0321,92.212,0.173,7
72254,Zeds Dead,Neck And Neck,39,0.201,0.61,212933,0.815,0.000152,0.0815,-3.982,0.0397,126.009,0.342,5
40961,Sergei Prokofiev,"Symphony No. 1 in D Major, Op. 25 - ""Classical"": IV. Finale, Molto vivace",25,0.929,0.428,263627,0.204,0.882,0.133,-20.086,0.0386,149.632,0.657,3
21499,Alex Clare,Too Close,56,0.0137,0.579,256560,0.731,0,0.113,-4.16,0.0452,126.07,0.284,0
83682,Yumi Matsutoya,輪舞曲 (ロンド),27,0.0652,0.698,279227,0.6829999999999999,0,0.367,-9.427,0.0616,101.171,0.8809999999999999,1
48434,Lil Pump,Racks on Racks,80,0.0311,0.8220000000000001,129778,0.484,6.22e-06,0.31,-7.166,0.0865,150.061,0.0934,8
90618,Gym Class Heroes,Cupid's Chokehold / Breakfast In America,64,0.237,0.72,243773,0.7440000000000001,0,0.255,-6.938,0.12,78.953,0.619,8
40283,The Weeknd,Losers,63,0.0355,0.6659999999999999,281147,0.485,0.000603,0.504,-9.85,0.0527,91.009,0.288,8
58810,SVDDEN DEATH,Power,24,0.00266,0.6779999999999999,257143,0.953,0.0768,0.366,-0.026,0.0476,139.889,0.0374,5
40087,Fergie,Clumsy,59,0.196,0.728,240427,0.5820000000000001,0.000632,0.304,-4.141,0.158,184.045,0.417,8
30444,Chris Buck Band,Good Ol' Days,37,0.00856,0.447,159718,0.778,0,0.111,-3.339,0.0338,203.876,0.425,4
38226,ZZ Top,It's Only Love,33,0.108,0.7,263627,0.5920000000000001,0.0184,0.118,-10.434,0.0681,109.847,0.906,2
44092,TesseracT,"The Impossible - Concealing Fate, Pt. 3",35,2.49e-05,0.292,290800,0.892,0.019,0.148,-6.748,0.0663,110.007,0.349,7
80060,MGMT,"Of Moons, Birds & Monsters",52,0.0218,0.598,286720,0.899,0.0137,0.0814,-3.861,0.0424,124.061,0.4029999999999999,9
39087,Cream,I Feel Free,55,0.1689999999999999,0.397,173267,0.423,9.58e-05,0.0957,-14.027,0.0278,88.462,0.49,2
31580,Clutch,X-Ray Visions,38,0.00759,0.43,222135,0.996,4.81e-06,0.2789999999999999,-4.929,0.146,181.027,0.349,2
81878,Tory Lanez,IF iT Ain'T rIGHt (feat. A Boogie wit da Hoodie),65,0.145,0.655,160724,0.773,0,0.44,-4.411,0.226,155.942,0.6629999999999999,6
83013,Brantley Gilbert,Hell On Wheels,54,0.0338,0.46,253013,0.826,3.4899999999999995e-05,0.115,-5.624,0.0525,160.222,0.747,4
54210,Gramatik,Break Loose,41,0.00171,0.8370000000000001,206875,0.721,0.249,0.368,-5.26,0.0428,96.065,0.853,5
72963,Eve 6,Open Road Song,40,0.0251,0.482,194867,0.773,0,0.331,-7.755,0.0467,169.102,0.508,0
88624,Queensrÿche,Walk In The Shadows,37,0.04,0.5539999999999999,214093,0.968,7.55e-06,0.871,-4.248,0.038,100.772,0.562,3
83512,Bruce Faulconer,Gotenks Is Born,23,6.95e-06,0.243,137080,0.474,0.954,0.156,-7.194,0.0321,144.843,0.196,1
40910,Mo' Horizons,Ai Mi Morena - Club Des Belugas Remix,42,0.385,0.8540000000000001,279210,0.722,0.313,0.114,-10.792,0.0797,122.98,0.903,7
42467,empty_field,Makin' Whoopee - Take 2 / Complete Alternate Take,42,0.795,0.48,257960,0.16,0,0.161,-16.13,0.171,73.415,0.3389999999999999,7
61602,Slick Rick,Street Talkin',52,0.0584,0.936,221200,0.484,0,0.0983,-7.829,0.332,101.765,0.8390000000000001,0
71982,Gustav Mahler,"Symphony No. 8 in E-Flat Major - ""Symphony of a Thousand"" / Pt. 2: ""Er überwächst uns schon""",4,0.98,0.162,265120,0.145,0.175,0.1009999999999999,-19.375,0.045,86.90899999999999,0.0388,3
66037,Johnny Cash,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",57,0.27,0.6609999999999999,169293,0.5710000000000001,0,0.98,-12.317,0.103,122.396,0.826,4
46821,Kevin Gates,Plug Daughter,52,0.0337,0.794,143821,0.752,0.00753,0.1369999999999999,-6.476,0.123,128.016,0.496,6
86458,Juice WRLD,I'll Be Fine,75,0.000616,0.523,244194,0.6779999999999999,0,0.142,-6.071,0.0692,159.909,0.2769999999999999,8
40408,Johann Sebastian Bach,"Violin Concerto No.1 in A minor, BWV 1041: 3. Allegro Assai (Transcr. for Mandolin and Orchestra by Avi Avital)",26,0.8029999999999999,0.625,219747,0.382,0.0778,0.105,-16.301,0.0447,126.385,0.759,3
85702,WALK THE MOON,Avalanche,58,0.00059,0.594,218720,0.858,3.11e-06,0.0642,-4.339,0.0387,138.02100000000002,0.6629999999999999,9
53022,Kid Cudi,Day 'N' Nite (nightmare),74,0.503,0.878,221267,0.446,6.32e-06,0.1169999999999999,-6.362,0.0635,138.035,0.805,6
36647,Aoi Teshima,Tea for Two,27,0.888,0.483,140320,0.213,0.00184,0.349,-17.769,0.0743,74.421,0.185,1
21347,Sugarland,Stuck Like Glue,62,0.3289999999999999,0.7020000000000001,247587,0.795,0,0.0505,-4.764,0.0568,83.961,0.836,9
64552,Logic,Growing Pains III,55,0.474,0.514,246773,0.73,0,0.511,-8.491,0.387,167.655,0.6990000000000001,6
43731,Frédéric Chopin,"Polonaise No. 3 in A Major, Op. 40, No. 1, ""Military""",42,0.983,0.3779999999999999,362027,0.147,0.847,0.1009999999999999,-20.691,0.033,71.316,0.151,3
72345,Ray Charles,Do I Ever Cross Your Mind?,24,0.5429999999999999,0.5539999999999999,273813,0.3929999999999999,4.02e-05,0.12,-9.036,0.0315,134.756,0.315,2
41614,Vickeblanka,WALK - long ver.,37,0.093,0.6609999999999999,250933,0.471,0,0.184,-7.689,0.0372,78,0.5529999999999999,1
46554,Skillet,Brave,48,0.0221,0.493,229160,0.835,0,0.1989999999999999,-5.249,0.0313,90.024,0.361,0
64515,Nicolas Jaar,Too Many Kids Finding Rain In the Dust,40,0.872,0.741,208425,0.203,0.604,0.266,-16.849,0.0469,110.023,0.282,5
43441,88GLAM,12,62,0.369,0.747,195200,0.557,3.53e-05,0.103,-8.971,0.069,149.965,0.552,6
87046,Manfred Mann,The Mighty Quinn,41,0.456,0.599,173773,0.7020000000000001,0,0.193,-6.994,0.0452,92.847,0.897,2
31570,Antonín Dvořák,No.5 in B Flat Minor (Poco adagio),39,0.946,0.23,166520,0.35,0.953,0.115,-9.99,0.0375,79.361,0.265,3
72464,Cole Swindell,You've Got My Number,41,0.00723,0.519,206867,0.885,0,0.132,-2.386,0.0421,115.094,0.481,4
89918,Johannes Brahms,2. Allegro appassionato - Live,27,0.982,0.299,585747,0.0822,0.895,0.158,-22.218,0.0336,75.396,0.0884,3
78845,UGK,Diamonds & Wood,49,0.415,0.846,313427,0.5479999999999999,0,0.286,-9.875,0.605,138.02,0.7509999999999999,6
54705,FLOW,Freedom,13,3.4200000000000005e-05,0.536,200120,0.986,0.00177,0.325,-3.649,0.142,121.961,0.379,1
91227,Aaron Cole,One More Day,49,0.0566,0.6940000000000001,194799,0.8290000000000001,0,0.0861,-4.462,0.0524,109.998,0.954,6
22412,Edvard Grieg,"Norwegian Peasant Dances, Op. 72: XVI. The Girls from Kivledal (Spring Dance)",0,0.994,0.309,82493,0.0181,0.971,0.0719,-35.398,0.0461,136.049,0.12,3
73014,Alanis Morissette,All I Really Want - 2015 Remaster,49,0.0117,0.562,284093,0.8959999999999999,0,0.322,-7.974,0.203,93.378,0.362,0
64329,Eric Darius,Heads Up,31,0.175,0.68,255680,0.674,0.605,0.479,-7.53,0.0415,79.97800000000001,0.802,7
83465,André Laplante,Une Barque Sur L'océan from Miroirs,44,0.981,0.292,430568,0.113,0.887,0.0871,-21.698,0.0403,68.081,0.0308,3
74123,Hinder,What Ya Gonna Do,42,0.0087,0.373,246907,0.742,0,0.244,-4.327,0.0319,150.983,0.4479999999999999,0
45825,Eric Clapton,May You Never,27,0.742,0.662,181747,0.446,0.084,0.099,-15.282,0.0304,130.744,0.8859999999999999,2
34362,empty_field,I'm The Only One,60,0.0448,0.613,295000,0.476,0,0.0608,-9.648,0.0321,84.93799999999999,0.644,9
53831,Zeds Dead,Blame,55,0.226,0.602,218493,0.777,0.000367,0.0854,-5.902,0.0877,140.026,0.482,5
81403,Thievery Corporation,La Force de Melodie (LouLou Ghelichkhani),45,0.0472,0.7,247850,0.555,0.109,0.0876,-9.389,0.267,169.49200000000002,0.865,7
76847,ZZ Top,"Hot, Blue and Righteous - 2006 Remaster",38,0.314,0.512,197520,0.26,0.2689999999999999,0.11,-11.68,0.0245,104.15,0.241,2
77219,Todd Snider,Talking Reality Television Blues,32,0.679,0.67,154907,0.407,9.19e-05,0.098,-7.334,0.0952,102.169,0.772,4
66730,The Black Keys,Black Mud,49,0.253,0.515,129440,0.502,0.883,0.345,-8.898,0.058,143.937,0.374,0
65960,Cody Johnson,Another Try,44,0.1889999999999999,0.556,230947,0.74,0,0.174,-6.696,0.0299,119.99,0.53,4
49779,Champagne Drip,Hot Pot,24,0.000422,0.5770000000000001,212571,0.935,0.4379999999999999,0.159,-1.923,0.0631,140.034,0.233,5
50897,Adam Calhoun,Country (feat. Upchurch & Demun Jones),51,0.0958,0.7020000000000001,206307,0.6629999999999999,0,0.413,-7.014,0.089,95.014,0.597,4
